A_air,DELAY,GCD,HeadingDegree,Dep_Hub,Arr_Hub,Weekday,Spring,Summer,Fall,Winter,Dep_congestion,Arr_congestion
128,10,946.311628,8,0,1,1,0,0,0,1,0.461538462,0.909090909
59,16,357.179769,4,0,1,1,1,0,0,0,0.538461538,0.5625
114,6,908.840734,17,0,1,1,0,0,0,1,0.357142857,0.724137931
89,21,523.493625,-10,1,1,1,0,0,0,1,0.2,0.142857143
89,48,621.840567,0,1,0,1,0,1,0,0,1.25,0.545454545
157,30,1170.205696,-20,1,0,1,0,0,1,0,1.045454545,0.5
78,38,571.590207,10,1,1,1,0,1,0,0,0.88,1
263,13,2465.61664,44,1,1,1,0,0,1,0,0.470588235,0.7
159,6,1106.14354,-17,0,1,1,0,0,1,0,0.666666667,0.571428571
213,9,1772.406556,35,0,1,1,0,0,0,1,0.454545455,0.25
102,15,737.983952,14,1,0,1,1,0,0,0,0.72,0.9
134,24,1008.47522,-8,1,0,1,0,1,0,0,1,0.375
352,24,2461.380311,-49,1,0,1,0,1,0,0,0.666666667,1
105,11,737.983952,14,0,0,1,0,1,0,0,0.607142857,0.9
298,50,2700.614761,51,1,0,1,0,1,0,0,0.727272727,0.375
146,5,960.346396,-6,1,1,1,0,0,1,0,0.388888889,1.142857143
283,6,2148.155518,-38,1,0,0,0,1,0,0,0.3,0.611111111
140,29,1060.574013,-18,0,0,1,1,0,0,0,0.821428571,0.666666667
271,12,1975.880673,-32,0,1,1,1,0,0,0,0.357142857,0.5
120,15,946.311628,8,0,0,1,0,0,0,1,0.769230769,0.777777778
90,5,576.897383,3,1,1,1,0,0,1,0,1,0.642857143
60,9,421.962871,7,1,0,1,0,0,1,0,0.210526316,1
241,20,2161.85677,36,0,0,1,0,0,0,1,0.5,0.45
106,-4,562.735694,-7,0,1,1,0,0,0,1,0.7,0.275862069
103,23,778.17093,-11,0,1,0,0,1,0,0,0.625,0.303030303
184,13,1386.948064,-23,1,1,1,0,1,0,0,0.6,0.8125
247,10,1769.842435,-31,1,1,1,0,0,1,0,0.962962963,0.923076923
114,8,922.251162,7,0,0,1,0,0,0,1,0.411764706,0.333333333
133,43,1065.688198,-18,1,0,1,0,1,0,0,0.304347826,0.307692308
119,10,804.58072,-13,0,1,1,0,0,0,1,0.3125,0.611111111
90,57,603.134032,4,0,0,1,0,0,0,1,0.740740741,0.533333333
110,9,728.559362,-4,0,0,0,0,0,0,1,0.444444444,0.380952381
78,21,609.300452,8,1,0,0,0,0,0,1,0.333333333,0.333333333
93,21,685.849277,13,1,1,1,0,0,0,1,0.68,0.1
200,18,1769.842435,-31,1,1,1,0,0,1,0,0.592592593,0.466666667
127,27,876.071914,-15,1,1,1,0,0,0,1,1,0.578947368
85,18,609.300452,-8,0,1,1,1,0,0,0,0.666666667,0.727272727
223,17,1583.865007,-26,0,1,0,0,0,0,1,0.7,0.551724138
214,10,1459.112687,-22,0,1,1,1,0,0,0,1,0.25
139,26,1170.205696,20,0,1,1,1,0,0,0,0.833333333,0.576923077
108,36,829.627338,16,1,0,1,1,0,0,0,0.96,0.6
63,26,394.782984,7,0,0,0,0,0,1,0,1,0.333333333
197,8,1545.824818,-28,1,0,0,0,0,0,1,0.4,0.529411765
49,13,299.410217,5,0,1,1,0,0,1,0,0,0.526315789
107,26,629.385447,-10,1,0,1,0,0,0,1,0.866666667,0.714285714
297,35,2518.463271,45,0,0,1,0,0,1,0,0.823529412,0.909090909
37,42,127.051774,-2,1,0,1,0,0,0,1,1,0.333333333
122,18,685.849277,-13,0,1,1,0,0,1,0,0.9,1.045454545
39,12,255.35434,4,0,0,1,1,0,0,0,0.875,0.8
140,15,960.346396,-6,0,1,0,1,0,0,0,0.263157895,0.862068966
154,15,1100.535857,-10,1,0,1,0,0,0,1,0.933333333,0.090909091
74,15,539.094314,10,1,0,1,1,0,0,0,0.2,0.9
134,3,988.067443,-18,0,0,0,1,0,0,0,0.714285714,1
127,11,963.066921,15,0,0,1,0,1,0,0,0.291666667,0.777777778
135,18,908.840734,-17,1,1,1,0,1,0,0,0.875,1.1875
95,10,651.284339,-9,0,1,1,1,0,0,0,1.076923077,0.827586207
34,14,216.302988,-1,0,0,1,0,0,0,1,0.8,0.19047619
165,6,1106.14354,-17,0,1,1,0,0,1,0,0.5,0.620689655
70,20,420.795085,-6,0,0,0,1,0,0,0,0.909090909,0.857142857
106,9,812.418892,-5,0,0,1,0,1,0,0,0.714285714,0.3
128,34,728.559362,-4,0,1,0,0,0,0,1,1.125,0.5
227,48,1907.434669,36,0,1,0,0,1,0,0,0,0.4
153,42,1118.565985,-3,0,1,1,0,0,0,1,0.25,0.555555556
135,12,1042.246987,2,0,0,1,1,0,0,0,0.2,0.571428571
54,3,218.192866,-4,0,1,0,0,1,0,0,1.166666667,0.620689655
221,14,1959.33941,35,0,1,1,1,0,0,0,0.75,0.869565217
84,31,646.146436,6,0,1,1,0,0,1,0,0,0.230769231
369,24,2700.614761,-51,0,0,0,0,1,0,0,1.1,1
171,6,1460.23117,25,0,1,1,0,0,0,1,0.181818182,0.214285714
130,5,989.849845,-4,0,0,0,0,1,0,0,1,0.727272727
164,30,1282.10255,-9,0,0,1,0,0,1,0,1.1,0.722222222
148,36,1112.807978,-7,0,0,1,0,0,1,0,1.111111111,0.222222222
183,23,1258.858834,-24,1,0,1,0,1,0,0,0.793103448,0.176470588
103,17,778.17093,-11,0,1,0,0,0,1,0,0.714285714,0.696969697
166,22,1202.491246,-20,0,1,1,0,1,0,0,0.75,0.611111111
41,20,267.533473,4,1,0,1,1,0,0,0,0.777777778,0.086956522
63,18,347.632429,-6,1,0,1,1,0,0,0,0.2,0.764705882
277,25,2572.388959,48,1,1,1,0,0,1,0,1,0.916666667
85,27,624.238161,1,1,1,1,0,1,0,0,0.333333333,0.6
303,2,2262.818065,-37,0,0,1,0,0,1,0,0.5,1
110,7,861.040268,-9,1,1,1,0,1,0,0,0.055555556,0.3
134,6,829.627338,-16,0,1,1,1,0,0,0,0.642857143,0.285714286
82,20,515.997077,-7,0,0,1,0,0,1,0,1,0.789473684
170,14,1445.171858,24,1,0,1,0,0,1,0,1.045454545,0.9
50,14,299.410217,5,0,1,1,0,0,1,0,0.833333333,0.263157895
141,15,1010.233246,5,0,1,1,1,0,0,0,0.733333333,0.333333333
100,13,735.602365,10,0,1,0,0,0,0,1,0.111111111,0.6
294,14,2313.186756,-41,0,0,0,0,1,0,0,0.625,1.058823529
86,6,571.590207,-10,0,1,1,0,0,1,0,0.75,0.607142857
270,32,2313.186756,41,1,0,1,0,1,0,0,0.647058824,0.375
81,5,576.897383,3,0,1,0,0,1,0,0,0.72,0.545454545
80,31,576.897383,-3,1,0,1,1,0,0,0,0.666666667,0.875
46,10,268.566588,3,0,0,0,1,0,0,0,0.470588235,0.8
181,11,1568.581857,27,1,1,0,0,0,0,1,0.157894737,0.322580645
300,7,2362.776046,-42,1,0,1,0,1,0,0,0.333333333,0.875
40,14,173.11296,-2,0,0,1,0,0,1,0,1.090909091,0.9
166,19,1170.205696,-20,1,0,1,1,0,0,0,0.863636364,0.833333333
65,9,317.942589,-5,1,0,0,0,0,0,1,0.344827586,0.571428571
148,14,1112.807978,-7,1,0,1,0,1,0,0,1.666666667,0.388888889
57,7,369.14826,-6,1,0,1,1,0,0,0,0.88,0.142857143
81,7,510.03799,-3,0,1,1,0,1,0,0,0.1,1
83,18,571.590207,10,1,0,0,0,1,0,0,1.2,0.111111111
228,10,1870.57074,-31,0,1,0,0,1,0,0,0.222222222,0.5
150,21,1205.983199,18,1,0,1,0,0,1,0,0.9,0.666666667
118,24,778.17093,-11,0,1,1,1,0,0,0,1,0.121212121
106,0,649.434123,-12,0,0,1,1,0,0,0,0.333333333,0.793103448
86,12,428.586941,2,0,1,1,0,1,0,0,0.25,0.655172414
58,32,317.942589,5,0,1,1,0,1,0,0,0.25,0.666666667
163,23,1456.257438,27,1,1,1,1,0,0,0,0.655172414,0.208333333
63,13,390.388606,5,1,1,1,0,0,0,1,0.882352941,0.733333333
93,24,576.897383,-3,1,1,1,0,0,0,1,0.074074074,0.857142857
34,7,151.277385,-1,0,0,0,0,1,0,0,0.384615385,0.136363636
344,6,2372.108608,-44,0,0,1,0,0,1,0,0.727272727,0.636363636
38,15,267.533473,-4,1,0,1,0,0,1,0,2,0.03030303
120,1,875.322395,-13,0,0,1,0,0,0,1,0.413793103,0.166666667
317,17,2494.611683,44,0,1,0,0,0,0,1,0.166666667,0.909090909
203,12,1411.273186,-21,1,1,0,1,0,0,0,0.8,0.375
123,12,1060.574013,18,0,1,1,0,1,0,0,0.363636364,0.392857143
92,7,576.897383,-3,0,0,0,1,0,0,0,0.851851852,0.724137931
108,31,856.955197,4,0,0,1,1,0,0,0,0.954545455,0.411764706
60,25,431.45735,-2,0,1,1,0,0,0,1,0.25,0.606060606
202,11,1545.824818,-28,1,1,1,0,1,0,0,0,0.733333333
107,32,728.559362,-4,0,1,1,0,0,1,0,0.555555556,0.285714286
247,21,1724.912727,-31,1,0,0,0,0,0,1,1.05,0.1
179,41,1386.948064,-23,1,1,1,0,0,1,0,0.3,0.882352941
229,33,1886.742458,-35,1,0,1,0,0,0,1,0.5,0.909090909
133,21,841.089583,-7,1,0,1,0,1,0,0,0.666666667,0
138,16,1060.507119,-20,0,0,0,0,0,1,0,0.888888889,0.75
47,4,218.192866,-4,0,0,0,1,0,0,0,0.24,0.344827586
146,11,1047.995729,-7,0,0,0,0,0,0,1,0.666666667,0.357142857
114,14,908.840734,17,1,1,0,0,0,0,1,0.684210526,1
220,14,1886.742458,35,0,1,1,0,0,1,0,0.692307692,0.857142857
150,6,1060.574013,-18,0,0,0,0,1,0,0,0.24137931,0.7
150,20,929.090586,-13,0,1,1,0,0,0,1,1.058823529,1
93,11,732.129795,11,0,1,1,0,0,1,0,0.583333333,0.538461538
229,-3,1514.308416,-22,0,1,1,1,0,0,0,0.1875,0.633333333
160,30,1223.650541,21,1,1,1,1,0,0,0,1,0.416666667
159,7,1176.501968,7,1,0,1,0,1,0,0,0.4,0.333333333
117,10,988.067443,18,1,1,0,0,1,0,0,0.272727273,0.535714286
95,45,737.983952,14,0,0,1,0,0,0,1,0.68,1
176,10,1502.783943,13,1,0,0,0,0,0,1,0.347826087,0.166666667
135,10,946.311628,-8,0,0,1,0,1,0,0,1,0.444444444
122,9,946.311628,8,0,1,1,0,1,0,0,0.5,0.5
135,18,927.682823,-4,0,0,1,1,0,0,0,0.444444444,0.615384615
299,23,2465.61664,44,1,1,1,0,1,0,0,1.111111111,0.7
111,15,884.177395,-14,0,0,1,0,1,0,0,0.24137931,0.625
128,4,943.85173,5,0,0,1,1,0,0,0,0.7,0.461538462
45,11,268.566588,-3,0,0,1,0,0,0,1,0.916666667,0.941176471
61,5,334.522146,-5,0,0,1,0,1,0,0,1.181818182,0.625
279,9,2282.194243,42,0,0,1,1,0,0,0,0.833333333,0.8
306,18,2203.538884,-38,1,0,1,0,0,0,1,0.777777778,0.666666667
44,13,255.35434,-4,0,0,1,0,1,0,0,1,0.041666667
149,9,1100.535857,-10,0,0,1,0,0,1,0,0.333333333,0.916666667
68,8,394.782984,-7,0,0,1,1,0,0,0,0.692307692,0.714285714
149,23,1047.995729,-7,0,0,0,1,0,0,0,0.3,0.571428571
45,57,173.11296,-2,0,0,1,0,0,1,0,0.636363636,0.571428571
148,15,1008.32884,-5,0,1,1,0,1,0,0,0.470588235,0.642857143
233,23,2040.751527,36,1,1,0,0,1,0,0,0.333333333,0.666666667
199,9,1497.473965,-28,1,1,0,0,0,1,0,0.222222222,0.464285714
59,9,388.846635,3,1,0,0,0,0,0,1,0.333333333,0.461538462
60,10,431.45735,2,1,0,1,1,0,0,0,0.592592593,0.25
93,15,637.097868,-11,1,1,0,0,1,0,0,0.344827586,0.666666667
40,37,267.533473,-4,1,0,0,0,0,0,1,1,0.060606061
99,9,760.200443,-13,0,1,1,0,0,1,0,0.333333333,1
86,22,576.897383,-3,1,0,0,0,0,0,1,0.962962963,0.5
124,51,908.840734,-17,0,0,1,1,0,0,0,0.92,0.266666667
72,12,420.795085,-6,0,1,1,1,0,0,0,0.777777778,0.45
93,12,637.097868,11,0,0,1,1,0,0,0,0.8,0.5
86,11,674.798205,8,0,1,1,0,0,0,1,0.2,0.318181818
288,18,2534.10135,47,0,1,1,0,1,0,0,0.916666667,0.166666667
132,14,1065.688198,18,0,1,1,0,1,0,0,0.583333333,0.535714286
89,17,620.091504,-7,1,1,1,0,1,0,0,0.363636364,0.941176471
224,13,2002.47774,32,1,0,1,0,0,1,0,0.166666667,0.5
134,39,946.311628,-8,0,0,0,0,1,0,0,1,0.409090909
63,5,334.522146,5,1,0,1,0,1,0,0,0.333333333,0.636363636
160,5,1205.983199,18,1,1,1,0,1,0,0,1.25,0.333333333
342,-1,2700.614761,-51,0,1,0,1,0,0,0,0.8,0.642857143
240,12,1959.33941,-35,1,0,1,0,1,0,0,0.789473684,0.727272727
50,17,255.35434,-4,0,0,0,0,1,0,0,0.5,0.666666667
59,21,357.179769,4,0,1,1,0,1,0,0,0.615384615,0.9375
80,30,646.146436,6,0,1,0,0,0,1,0,0.8,0.692307692
81,30,539.094314,-10,0,1,1,0,0,1,0,1,1.7
184,9,1521.159554,23,0,0,1,1,0,0,0,0.178571429,0.555555556
200,55,1394.176857,-23,0,1,1,0,0,0,1,0.8,0.565217391
68,11,505.175297,8,1,0,1,0,1,0,0,0.869565217,0.238095238
93,5,637.097868,-11,0,0,1,1,0,0,0,0.178571429,1.181818182
56,39,357.179769,4,0,0,0,1,0,0,0,0.818181818,0.8125
227,50,1767.800732,-30,1,0,1,1,0,0,0,0.75,0.833333333
321,14,2441.691932,-43,1,0,0,1,0,0,0,0.888888889,0.833333333
122,7,973.826853,2,1,0,1,0,0,1,0,0.692307692,0.25
98,6,760.200443,-13,0,1,1,0,0,1,0,0.962962963,0.739130435
136,30,1223.650541,21,1,1,0,0,0,0,1,0.470588235,0.103448276
40,12,255.35434,4,0,0,1,0,1,0,0,1.125,0.5
47,28,255.35434,-4,0,0,1,1,0,0,0,1.2,0.714285714
253,18,1932.088676,-39,1,0,1,1,0,0,0,0.4,0.583333333
104,16,737.983952,14,1,1,1,0,1,0,0,0.6,1
232,11,1895.610383,30,0,0,1,1,0,0,0,0.1875,0.0625
143,12,1283.600843,22,0,1,0,0,0,0,1,0.083333333,0
195,4,1612.567243,24,1,0,1,0,0,1,0,1.15,0.444444444
175,17,1545.824818,28,1,1,0,1,0,0,0,0.333333333,0.625
133,11,989.849845,-4,0,0,0,0,0,0,1,0.470588235,0.8
113,3,898.49101,6,0,1,0,0,0,1,0,0.25,0
106,10,728.559362,4,0,0,1,0,0,1,0,0.333333333,0.777777778
47,3,268.566588,-3,1,1,1,0,0,0,1,0.266666667,0.6
164,8,1479.580121,25,1,1,0,1,0,0,0,0.4,0.75
49,20,299.410217,-5,1,0,1,0,0,1,0,0.666666667,0.666666667
176,12,1617.638329,28,0,1,1,0,0,1,0,0.8,0.818181818
118,15,884.177395,-14,1,1,0,0,0,1,0,0.517241379,0.6875
64,11,295.111722,-4,0,0,0,0,0,1,0,0.363636364,0.4
91,18,624.238161,1,1,1,1,0,1,0,0,1.111111111,0.533333333
130,24,901.207502,9,1,1,1,1,0,0,0,1,0.161290323
49,13,299.410217,5,0,0,1,0,0,0,1,0.5,0.526315789
127,19,915.2794,-3,0,0,1,0,1,0,0,0.428571429,0.333333333
108,25,690.933963,0,0,0,1,0,1,0,0,1.1,0.846153846
87,21,571.590207,10,1,0,1,0,1,0,0,0.72,0.666666667
244,27,1583.865007,-26,0,1,1,0,1,0,0,0.5,0.827586207
116,8,812.418892,-5,1,1,0,0,0,1,0,0.625,0.238095238
78,33,515.997077,7,1,0,0,1,0,0,0,0.8,0.6
114,14,908.840734,17,1,1,1,0,0,1,0,0.678571429,0.25
75,9,571.590207,10,1,0,0,0,1,0,0,0.56,0.25
311,34,2572.388959,48,0,0,1,0,1,0,0,0.75,0.4
125,8,884.177395,-14,1,1,1,0,0,1,0,0.392857143,0.875
136,22,1033.925949,-14,0,1,1,1,0,0,0,0.208333333,0.580645161
105,18,760.200443,-13,1,0,1,0,0,1,0,0.703703704,0.833333333
119,21,834.423578,6,1,0,0,0,1,0,0,0.5,0.75
64,6,431.45735,-2,0,1,0,1,0,0,0,0.3125,0.678571429
90,13,760.200443,13,1,0,0,0,0,1,0,0.772727273,0.433333333
160,8,1100.535857,-10,0,0,0,0,1,0,0,0.533333333,1.1
138,7,901.207502,-9,1,1,0,1,0,0,0,0.6,0.4375
288,30,2203.671424,-35,0,0,1,1,0,0,0,0.533333333,0.733333333
128,9,1065.688198,18,0,1,1,0,0,0,1,0.166666667,0.727272727
220,19,1995.692406,38,1,1,1,0,0,0,1,0.052631579,0.466666667
284,41,2348.475846,38,1,0,1,0,1,0,0,0.470588235,0.666666667
110,38,999.833697,17,1,1,1,0,0,1,0,0.347826087,0.0625
68,17,539.094314,10,1,0,1,0,0,1,0,0.333333333,0.333333333
132,14,922.251162,-7,1,0,0,0,0,0,1,0.583333333,0.375
219,7,1456.257438,-27,1,1,1,1,0,0,0,0.666666667,1.083333333
77,9,476.750766,6,1,0,1,0,0,0,1,0.764705882,1.125
130,8,908.840734,-17,1,1,1,0,0,0,1,0.92,0.366666667
72,10,488.956401,9,0,1,1,0,0,0,1,0.166666667,1.1
59,5,347.632429,-6,1,0,1,0,0,1,0,0.466666667,0.8125
139,23,988.067443,-18,0,0,1,1,0,0,0,0.25,0.818181818
139,5,941.642563,-15,0,1,1,0,0,0,1,0.461538462,1.055555556
48,17,218.192866,4,0,0,1,0,1,0,0,1.333333333,0.5625
253,18,2129.732943,37,0,1,0,0,1,0,0,0.666666667,0.95
132,0,1035.775052,9,0,0,0,0,0,0,1,0.352941176,0.857142857
225,30,1769.842435,-31,1,0,1,0,1,0,0,0.851851852,0.533333333
82,3,487.219009,1,0,1,1,0,0,1,0,0.615384615,0.631578947
263,20,2282.194243,42,0,1,0,0,0,1,0,0.583333333,0.6
96,7,609.300452,-8,0,1,1,0,0,0,1,0.444444444,0.533333333
297,11,2167.984454,-38,1,1,1,0,0,1,0,0.5625,0.8125
69,11,388.846635,-3,0,1,1,0,0,0,1,0.526315789,0.419354839
146,31,1112.807978,7,0,0,1,1,0,0,0,1,0.6
255,13,2029.878363,-33,0,1,1,0,1,0,0,0.125,0.4
231,24,1769.842435,-31,1,0,1,0,1,0,0,0.851851852,0.533333333
127,16,915.2794,-3,0,0,1,0,1,0,0,1,0.555555556
50,10,369.14826,6,0,1,1,1,0,0,0,0.352941176,0.678571429
182,6,1333.317564,-20,0,1,0,0,0,1,0,0.266666667,0.25
171,31,1218.036821,-9,0,0,1,0,0,1,0,0.833333333,0.142857143
237,9,1786.762313,-31,1,1,1,0,0,0,1,0.72,0.764705882
153,6,1187.021901,3,1,0,1,1,0,0,0,0.56,0.111111111
134,51,989.849845,4,0,1,1,0,1,0,0,0.8,1
195,1,1459.112687,22,1,0,1,0,0,1,0,1,0.444444444
162,14,1223.650541,-21,0,1,1,0,1,0,0,1.045454545,1.058823529
242,9,2184.79347,40,0,1,0,0,1,0,0,1,1
74,18,447.510212,-5,0,0,1,0,0,1,0,2,0.714285714
121,37,946.311628,-8,0,0,1,1,0,0,0,2,0.428571429
123,16,1060.574013,18,0,0,1,0,1,0,0,1,0.466666667
166,9,1116.876239,-22,0,1,1,0,1,0,0,1.090909091,0.9375
134,5,960.346396,6,1,1,1,0,0,0,1,0.875,0.1875
59,43,420.795085,6,1,0,1,0,1,0,0,0.304347826,1.5
268,32,1886.742458,-35,1,1,1,0,0,1,0,1.04,0.615384615
141,12,1069.546709,-5,0,0,1,1,0,0,0,0.666666667,0.727272727
197,11,1514.308416,-22,0,1,1,0,1,0,0,0.25,0.035
66,52,468.377617,8,1,0,1,0,1,0,0,0.291666667,0.818181818
130,11,1060.507119,20,1,0,1,0,1,0,0,0.764705882,0.9
54,10,255.35434,4,0,1,0,0,1,0,0,0.818181818,0.454545455
137,8,1112.807978,7,0,0,1,0,0,0,1,0.466666667,0.7
41,21,173.11296,2,0,0,1,1,0,0,0,1.333333333,0.75
114,7,685.356058,-9,0,1,1,0,1,0,0,0.909090909,0.95
295,27,2494.611683,44,0,1,1,0,1,0,0,1.5,1
220,25,1959.33941,35,0,1,1,0,1,0,0,0.833333333,0.695652174
188,21,1456.257438,27,0,0,1,0,0,1,0,1.1875,0.777777778
113,17,856.955197,4,0,1,0,0,1,0,0,0.260869565,0.555555556
89,26,571.590207,-10,0,0,1,0,1,0,0,0.875,0.448275862
112,23,778.17093,-11,0,1,1,0,0,1,0,0.9,0.65
175,14,1386.948064,-23,1,1,1,0,1,0,0,0.6,0.625
131,23,973.826853,-2,0,1,1,1,0,0,0,0.769230769,1
279,22,1995.692406,-38,1,1,1,0,0,1,0,1,1.615384615
69,32,523.493625,10,1,1,1,1,0,0,0,1.5625,0.777777778
123,4,737.983952,-14,0,1,1,0,0,1,0,1,0.75
52,19,334.522146,5,1,0,1,0,0,0,1,0.555555556,0.454545455
150,11,1121.11376,-12,0,0,1,0,1,0,0,0.75,0.5
102,13,875.322395,13,0,1,1,0,0,0,1,1,0.366666667
62,6,447.510212,-5,0,1,0,0,1,0,0,0.333333333,0.923076923
98,13,651.284339,-9,0,1,1,0,0,0,1,0.733333333,0.484848485
103,32,690.933963,0,0,0,1,1,0,0,0,0.7,1
156,15,829.627338,-16,0,1,1,0,0,0,1,0.333333333,0.666666667
126,34,973.826853,-2,0,0,0,0,0,0,1,0.263157895,0.375
183,39,1593.357952,30,1,1,1,1,0,0,0,0.75,0.3
123,21,898.49101,-6,1,0,1,0,0,1,0,0.875,0.117647059
161,11,1189.249182,-20,1,0,1,0,0,1,0,0.793103448,0.233333333
60,12,369.14826,6,0,1,0,1,0,0,0,0.235294118,0.821428571
331,25,2518.463271,-45,0,0,1,0,0,1,0,1,0.6875
80,10,571.590207,10,1,0,0,1,0,0,0,0.76,0.444444444
140,28,1060.574013,-18,0,0,0,0,0,0,1,0.473684211,1
103,9,778.17093,11,1,0,1,0,0,1,0,0.074074074,0.8
122,20,920.195546,-7,1,0,1,1,0,0,0,0.3,0.3125
36,20,173.11296,2,0,0,0,0,1,0,0,0.307692308,0.625
61,8,334.522146,5,0,0,1,0,0,0,1,0.75,0.625
123,20,943.656826,8,0,1,1,1,0,0,0,1,0.620689655
318,23,2565.527733,-42,0,1,1,0,1,0,0,0.5,1.076923077
292,31,2465.61664,44,1,1,1,1,0,0,0,0.823529412,0.666666667
171,9,1218.036821,-9,0,0,0,0,0,0,1,0.8,0.5
88,20,540.032558,4,1,0,1,0,1,0,0,1.074074074,0.142857143
115,4,942.919725,17,0,0,1,0,1,0,0,0.470588235,0.444444444
329,21,2518.463271,-45,1,1,1,1,0,0,0,0.7,0.588235294
60,19,431.45735,2,1,0,1,0,1,0,0,0.814814815,0.25
76,6,447.510212,-5,0,0,1,0,0,0,1,0.5,0.777777778
127,36,989.849845,4,0,1,1,0,1,0,0,0.5,0.933333333
53,50,357.179769,-4,0,0,1,0,0,0,1,0.882352941,0.785714286
92,3,651.284339,9,0,1,1,0,0,0,1,0.896551724,1
109,11,674.798205,-8,1,0,1,0,1,0,0,0.315789474,0.4
120,7,884.177395,-14,1,1,0,1,0,0,0,0.464285714,0.875
90,14,609.300452,-8,1,1,1,0,0,0,1,0.379310345,0.263157895
165,31,1202.491246,-20,0,1,0,1,0,0,0,0.555555556,0.739130435
316,52,2465.61664,-44,0,0,1,0,1,0,0,0.8,1
36,50,208.704082,3,0,0,1,1,0,0,0,1,1
180,14,1456.257438,-27,0,0,0,0,1,0,0,1,0.75862069
188,13,1696.761378,29,1,0,1,1,0,0,0,0.8,0.2
131,42,915.2794,-3,0,0,1,0,0,0,1,0.555555556,0.666666667
137,34,946.311628,8,0,0,0,1,0,0,0,0.210526316,1
134,29,946.311628,-8,0,0,1,1,0,0,0,0.6,0.375
122,52,927.682823,-4,1,0,0,0,0,0,1,0,0.357142857
155,9,1289.919828,12,1,0,1,0,0,0,1,0.823529412,0.5
65,12,394.782984,7,0,1,1,0,0,0,1,0.8,0.533333333
168,30,1218.036821,9,0,0,1,1,0,0,0,0.583333333,0.75
218,28,1786.762313,31,0,1,1,1,0,0,0,0.823529412,1.285714286
138,13,929.47781,-16,0,1,0,0,0,1,0,0.714285714,1.176470588
149,16,960.346396,-6,0,1,1,1,0,0,0,0.692307692,0.642857143
83,16,597.939419,11,1,0,1,0,0,1,0,1.04,0.3
75,22,609.300452,8,1,1,1,0,1,0,0,0.133333333,0.333333333
139,20,876.071914,-15,1,1,1,1,0,0,0,0.608695652,0.555555556
138,45,1047.995729,-7,1,0,1,0,0,1,0,0.875,0.071428571
73,15,510.03799,-3,0,1,0,0,0,1,0,1.05,0.052631579
61,16,431.45735,2,1,0,0,0,0,0,1,0.592592593,0.1875
156,29,1223.650541,21,0,0,0,1,0,0,0,0.647058824,0.178571429
85,22,540.032558,-4,0,1,1,0,1,0,0,0.25,0.677419355
70,12,488.956401,9,1,0,1,0,0,0,1,0.76,1
124,31,829.627338,-16,0,0,1,0,0,1,0,0.454545455,0.642857143
96,38,621.840567,0,1,0,1,1,0,0,0,1.058823529,0.5
57,12,357.179769,4,0,0,0,0,0,0,1,0.384615385,0.647058824
102,26,778.17093,-11,0,1,0,1,0,0,0,0.285714286,0.333333333
46,5,173.11296,-2,0,0,1,1,0,0,0,0.5,0.7
138,-1,1027.212361,6,0,0,1,0,0,0,1,0.166666667,0.9
52,24,357.179769,-4,0,0,1,0,0,1,0,0.555555556,0.875
74,8,487.219009,1,0,1,0,1,0,0,0,0.277777778,0.782608696
130,17,1027.212361,-6,0,0,1,0,0,1,0,0.818181818,0.071428571
117,5,890.387126,15,0,0,1,1,0,0,0,0.111111111,0.7
233,27,1568.581857,-27,1,1,1,0,0,0,1,0.333333333,0.733333333
161,45,1176.501968,-7,0,1,1,0,1,0,0,0.266666667,0.304347826
161,11,1093.062754,6,0,0,1,0,0,0,1,0.533333333,0.9
69,10,420.795085,6,0,0,1,0,0,1,0,0.625,0.888888889
274,51,2572.388959,48,1,1,1,0,0,1,0,1,0.3
51,19,347.632429,6,0,1,0,0,0,0,1,1.117647059,0.333333333
224,9,1653.98682,-24,0,1,0,0,0,1,0,0.083333333,0.357142857
60,27,379.434596,7,0,0,0,1,0,0,0,0.266666667,0.466666667
252,9,2203.538884,38,0,1,1,0,0,1,0,0.818181818,0.8
256,5,1895.610383,-30,0,1,1,0,0,1,0,0.052631579,0.75
306,10,2443.223163,-45,1,1,0,0,0,1,0,0.916666667,1
127,10,943.813088,13,1,0,1,1,0,0,0,0.827586207,1
125,6,988.067443,-18,1,1,0,0,0,1,0,0.172413793,1.083333333
64,16,447.510212,-5,0,1,1,0,1,0,0,0,0.416666667
193,9,1541.888517,-25,1,1,0,0,0,1,0,0.636363636,0.866666667
140,16,841.089583,-7,1,0,1,1,0,0,0,0.769230769,0.6
48,10,218.192866,-4,1,0,1,0,1,0,0,0.44,0.285714286
130,8,1060.574013,18,0,0,1,0,0,0,1,0.818181818,0.5
73,37,486.821961,-1,0,1,1,0,0,1,0,0,0.6
106,11,812.418892,-5,1,1,1,0,1,0,0,0.666666667,0.4375
50,24,317.942589,5,0,1,1,0,0,0,1,0.111111111,0.515151515
178,54,1652.485647,27,1,1,1,1,0,0,0,0.5,0.375
58,20,357.179769,4,0,0,1,1,0,0,0,1,1.125
86,5,624.238161,1,1,1,1,1,0,0,0,1.148148148,0.222222222
131,27,988.067443,-18,1,1,0,0,0,0,1,0.1,1.5
183,12,1394.176857,23,0,1,0,0,0,0,1,0.304347826,0.9
195,10,1545.824818,-28,0,0,0,0,1,0,0,0.84,0.266666667
